S 6610 66901 1350 1 19723829 0 22 2371 6631 26888
S 26664 53814 1302 1 17866611 0 22 2371 6631 26888
S 34721 47371 1256 1 17664097 0 22 2371 6631 26888
S 20842 45376 1159 1 18669281 0 22 2371 6631 26888
S 14977 16901 1990 1 50743096 0 0 1857 12036 25566
S 9805 38218 1476 1 44602867 0 0 1857 12036 25566
S 36834 62754 1149 1 8697174 0 0 1224 5615 26888
S 25011 51833 6960 1 21828011 0 0 6016 12314 26888
S 36829 41350 5771 0 19823894 0 0 6016 12314 26888
S 32668 60710 6723 1 21030110 0 0 6016 12314 26888
S 6771 45636 4215 0 19606693 0 0 6016 12314 26888
S 4917 23115 4130 0 21112053 0 0 6016 12314 26888
S 1233 32918 3959 0 20555609 0 0 6016 12314 26888
S 15915 45393 6335 1 21380051 0 0 6016 12314 26888
S 20996 37091 6539 0 22516018 0 0 6016 12314 26888
S 17439 32931 6202 0 22331986 0 0 6016 12314 26888
S 36836 37097 7107 1 22665513 0 0 6016 12314 26888
S 25024 32675 7024 1 23238346 0 0 6016 12314 26888
S 17429 32936 6519 0 23316267 0 0 6016 12314 26888
T 3986433 91267 429563593 559661741
M 10 6923 708
M 11 2698 2386
M 12 969 6016
M 13 273 14091
M 14 73 26888
H Dpower grid_bits occupancy_min edges heavy_edges heavy_core_sites panel_edges panel_closable panel_closable_core_sites
R 20 10 1 579337 248 304151 0 0 0
R 20 10 2 518010 248 304151 0 0 0
R 20 10 4 450784 232 270274 0 0 0
R 20 10 8 359719 232 270274 0 0 0
R 20 10 16 238380 230 268253 0 0 0
R 20 10 32 119976 230 268253 0 0 0
R 20 10 64 55081 230 268253 0 0 0
R 20 10 128 25673 230 268253 0 0 0
R 20 10 256 12137 7 7778 0 0 0
R 20 10 512 246 0 0 0 0 0
R 20 10 1024 0 0 0 0 0 0
R 20 11 1 1044774 2769 3708422 10 7 8620
R 20 11 2 1030799 2769 3708422 10 7 8620
R 20 11 4 998102 2753 3674545 10 7 8620
R 20 11 8 942624 2752 3673161 10 7 8620
R 20 11 16 834929 2414 3233715 9 7 8620
R 20 11 32 700510 1239 1808084 4 2 2520
R 20 11 64 540168 1239 1808084 4 2 2520
R 20 11 128 355891 860 1336926 4 2 2520
R 20 11 256 127474 459 557161 2 2 2520
R 20 11 512 50754 459 557161 2 2 2520
R 20 11 1024 6683 109 149596 1 1 1452
R 20 12 1 1373639 90857 428996967 120 67 280728
R 20 12 2 1367111 90857 428996967 120 67 280728
R 20 12 4 1350926 90857 428996967 120 67 280728
R 20 12 8 1330833 90857 428996967 120 67 280728
R 20 12 16 1299000 90857 428996967 120 67 280728
R 20 12 32 1231786 90857 428996967 120 67 280728
R 20 12 64 1137465 90437 428445025 120 67 280728
R 20 12 128 995953 90437 428445025 120 67 280728
R 20 12 256 845649 90115 427983262 119 66 278834
R 20 12 512 624359 88639 425888728 115 65 277371
R 20 12 1024 385506 87963 424886214 115 65 277371
R 20 13 1 1420382 90865 429005736 120 67 280728
R 20 13 2 1419808 90865 429005736 120 67 280728
R 20 13 4 1416580 90865 429005736 120 67 280728
R 20 13 8 1413660 90865 429005736 120 67 280728
R 20 13 16 1405636 90865 429005736 120 67 280728
R 20 13 32 1383476 90861 429001321 120 67 280728
R 20 13 64 1337165 90861 429001321 120 67 280728
R 20 13 128 1261968 90861 429001321 120 67 280728
R 20 13 256 1128350 90861 429001321 120 67 280728
R 20 13 512 1023366 90861 429001321 120 67 280728
R 20 13 1024 833486 90861 429001321 120 67 280728
R 20 14 1 1443335 91113 429310724 120 67 280728
R 20 14 2 1442805 91040 429230562 120 67 280728
R 20 14 4 1441392 91040 429230562 120 67 280728
R 20 14 8 1439742 91040 429230562 120 67 280728
R 20 14 16 1439119 91040 429230562 120 67 280728
R 20 14 32 1438105 91040 429230562 120 67 280728
R 20 14 64 1429159 90872 429017594 120 67 280728
R 20 14 128 1408213 90866 429006811 120 67 280728
R 20 14 256 1348064 90866 429006811 120 67 280728
R 20 14 512 1242473 90866 429006811 120 67 280728
R 20 14 1024 1154144 90866 429006811 120 67 280728
R 21 10 1 289563 248 304151 0 0 0
R 21 10 2 234795 248 304151 0 0 0
R 21 10 4 183551 232 270274 0 0 0
R 21 10 8 125181 232 270274 0 0 0
R 21 10 16 65982 230 268253 0 0 0
R 21 10 32 31288 230 268253 0 0 0
R 21 10 64 8046 230 268253 0 0 0
R 21 10 128 2771 230 268253 0 0 0
R 21 10 256 1067 7 7778 0 0 0
R 21 10 512 90 0 0 0 0 0
R 21 10 1024 0 0 0 0 0 0
